run_id,compute_proc_type,primary_memory_size,index_type,term,num_docs_indexed,num_tokens_indexed,search_set_base_size,search_time
110,Apple M3,16 GB,AVL,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,15000
111,Apple M3,16 GB,Trie,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,25000
112,Apple M3,16 GB,Trie,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,5000
113,Apple M3,16 GB,Trie,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,6000
114,Apple M3,16 GB,Trie,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,5000
115,Apple M3,16 GB,Trie,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,3000
116,Apple M3,16 GB,Hash Map,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,17000
117,Apple M3,16 GB,Hash Map,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,8000
118,Apple M3,16 GB,Hash Map,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,10000
119,Apple M3,16 GB,Hash Map,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,9000
120,Apple M3,16 GB,Hash Map,"['yE;tFA&i{', 'gyeong okcupid', '1#Ts~2p', ""~4_(Cm'$""]",0,4,4488,16000
121,Apple M3,16 GB,BST,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,35000
122,Apple M3,16 GB,BST,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,15000
123,Apple M3,16 GB,BST,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,13000
124,Apple M3,16 GB,BST,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,13000
125,Apple M3,16 GB,BST,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,14000
126,Apple M3,16 GB,AVL,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,38000
127,Apple M3,16 GB,AVL,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,16000
128,Apple M3,16 GB,AVL,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,13000
129,Apple M3,16 GB,AVL,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,13000
130,Apple M3,16 GB,AVL,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,14000
131,Apple M3,16 GB,Trie,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,26000
132,Apple M3,16 GB,Trie,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,4000
133,Apple M3,16 GB,Trie,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,6000
134,Apple M3,16 GB,Trie,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,6000
135,Apple M3,16 GB,Trie,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,3000
136,Apple M3,16 GB,Hash Map,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,13000
137,Apple M3,16 GB,Hash Map,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,11000
138,Apple M3,16 GB,Hash Map,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,9000
139,Apple M3,16 GB,Hash Map,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,11000
140,Apple M3,16 GB,Hash Map,"['stomachchurning', 'rarnational', 'skybet', 'boewatch']",0,4,4004,9000
141,Apple M3,16 GB,BST,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,32000
142,Apple M3,16 GB,BST,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,18000
143,Apple M3,16 GB,BST,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,14000
144,Apple M3,16 GB,BST,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,13000
145,Apple M3,16 GB,BST,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,12000
146,Apple M3,16 GB,AVL,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,32000
147,Apple M3,16 GB,AVL,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,16000
148,Apple M3,16 GB,AVL,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,16000
149,Apple M3,16 GB,AVL,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,15000
150,Apple M3,16 GB,AVL,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,14000
151,Apple M3,16 GB,Trie,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,19000
152,Apple M3,16 GB,Trie,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,8000
153,Apple M3,16 GB,Trie,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,4000
154,Apple M3,16 GB,Trie,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,21000
155,Apple M3,16 GB,Trie,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,7000
156,Apple M3,16 GB,Hash Map,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,23000
157,Apple M3,16 GB,Hash Map,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,12000
158,Apple M3,16 GB,Hash Map,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,10000
159,Apple M3,16 GB,Hash Map,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,10000
160,Apple M3,16 GB,Hash Map,"['zavadovskaya', 'dunaujvaros', 'beeb', 'jakes']",0,4,4808,10000
